,TEAM_ABBV,TEAM_ID,DATE,PTS_A,PTS_CON_A,FG_PCT_A,FG3_PCT_A,FT_PCT_A,REB_A,TOV_A,BLK_A,SEASON_A_PCT,H/A_A,ELO_A,STREAK_A,PER_A,WINNER
3718,BOS,1610612738,2012-04-04,86,87,0.458,0.4,0.462,39,12,4,0.5769230769230769,0.9,1565.0535103137831,5,16.055966600519916,0
3719,SAS,1610612759,2012-04-04,87,86,0.419,0.25,0.727,53,17,4,0.7254901960784313,0.8,1670.7222385892583,8,19.524126579949307,1
3720,LAC,1610612746,2012-04-04,108,113,0.453,0.36,0.65,46,10,7,0.6037735849056604,0.8,1563.1139228907987,6,17.425090343951954,0
3721,LAL,1610612747,2012-04-04,113,108,0.518,0.375,0.7,44,12,8,0.6296296296296297,0.6,1607.4314087889047,3,17.834782961737197,1
3722,OKC,1610612760,2012-04-04,93,98,0.432,0.294,0.9,41,20,8,0.7547169811320755,0.6,1700.2418964627097,-1,20.888224098611623,0
3723,MIA,1610612748,2012-04-04,98,93,0.373,0.417,0.897,33,14,8,0.7307692307692307,1.0,1661.0392005728804,1,16.590750001338925,1
3724,POR,1610612757,2012-04-04,101,88,0.457,0.5,0.789,46,15,6,0.46296296296296297,0.5,1485.0253712764152,-1,18.358419343065794,1
3725,NJN,1610612751,2012-04-04,88,101,0.372,0.316,0.947,45,16,2,0.34545454545454546,0.5,1360.0008955115713,-1,13.47266579202316,0
3726,MIL,1610612749,2012-04-04,107,98,0.571,0.182,0.529,41,16,5,0.4716981132075472,0.5,1511.2524444034352,1,18.54226940366607,1
3727,CLE,1610612739,2012-04-04,98,107,0.411,0.308,0.923,44,18,3,0.3333333333333333,0.3,1319.1229442456388,-8,10.061444962925512,0
3728,PHX,1610612756,2012-04-04,107,105,0.451,0.419,0.545,42,11,7,0.5094339622641509,0.4,1530.9338517625877,2,16.495192657898134,1
3729,UTA,1610612762,2012-04-04,105,107,0.506,0.333,0.786,47,15,8,0.5185185185185185,0.8,1508.4357982045196,1,16.590506351312854,0
3730,CHA,1610612766,2012-04-04,93,120,0.456,0.357,0.8,37,13,2,0.13725490196078433,0.1,1232.7364005439963,-8,12.983089545736643,0
3731,ATL,1610612737,2012-04-04,120,93,0.566,0.474,0.895,39,6,1,0.5740740740740741,0.7,1506.636713958367,-1,13.39535361383733,1
3732,MEM,1610612763,2012-04-04,85,95,0.422,0.438,0.571,40,11,6,0.5769230769230769,0.5,1568.8287627526995,3,15.23562296117558,0
3733,DAL,1610612742,2012-04-04,95,85,0.5,0.267,0.688,45,13,8,0.5555555555555556,0.6,1535.044091370205,-1,13.5000254827962,1
3734,MIN,1610612750,2012-04-04,94,97,0.425,0.29,0.688,49,19,5,0.45454545454545453,0.6,1431.2846106624322,-3,14.571382873701873,0
3735,GSW,1610612744,2012-04-04,97,94,0.477,0.25,0.688,37,12,8,0.38461538461538464,0.4,1420.8599743483928,-6,13.358693087296665,1
3736,DEN,1610612743,2012-04-04,92,94,0.422,0.3,0.727,32,9,1,0.5471698113207547,0.5,1539.6366449992634,2,16.484172675034298,0
3737,NOH,1610612740,2012-04-04,94,92,0.522,0.5,0.704,41,19,10,0.24528301886792453,0.3,1384.534042035345,-3,14.1493443420043,1
3738,IND,1610612754,2012-04-04,109,96,0.579,0.364,0.895,31,13,8,0.6037735849056604,0.4,1550.7651967629367,2,16.614251057123006,1
3739,WAS,1610612764,2012-04-04,96,109,0.464,0.333,0.632,35,13,0,0.22641509433962265,0.3,1332.428494677323,-2,12.92785736216194,0
3740,CHI,1610612741,2012-04-05,93,86,0.413,0.313,0.846,44,12,8,0.7636363636363637,0.6,1663.5050244803983,-2,14.330552730943687,1
3741,BOS,1610612738,2012-04-05,86,93,0.429,0.385,0.833,36,14,2,0.5660377358490566,0.6,1562.4264306216328,-1,16.18775141900667,0
3742,ORL,1610612753,2012-04-05,80,96,0.417,0.375,0.688,35,15,3,0.5925925925925926,0.6,1540.5525037780637,-4,15.69619136539038,0
3743,NYK,1610612752,2012-04-05,96,80,0.487,0.52,0.467,41,12,0,0.5,0.2,1544.503357870358,-1,12.121118742301645,1
3744,DET,1610612765,2012-04-05,99,94,0.529,0.4,0.59,40,19,2,0.37735849056603776,0.8,1405.1885873060287,2,10.97159128472379,1
3745,WAS,1610612764,2012-04-05,94,99,0.423,0.333,0.724,38,18,1,0.2222222222222222,0.2,1327.8072774383447,-3,12.708120915270932,0
3746,SAC,1610612758,2012-04-05,85,93,0.417,0.235,0.733,44,18,9,0.35185185185185186,0.4,1415.1837501565922,-1,14.001825597757534,0
3747,LAC,1610612746,2012-04-05,93,85,0.45,0.263,0.667,43,18,3,0.5925925925925926,0.4,1557.1797594615232,-1,15.308515815465519,1
3748,SAS,1610612759,2012-04-06,128,103,0.607,0.5,0.81,40,13,8,0.7307692307692307,0.8,1673.3493182814086,9,15.530570088869442,1
3749,NOH,1610612740,2012-04-06,103,128,0.468,0.417,0.743,29,14,4,0.25925925925925924,0.3,1392.3614734446041,1,12.855268289542975,0
3750,HOU,1610612745,2012-04-06,112,107,0.477,0.588,0.818,35,15,3,0.5370370370370371,0.3,1516.431491065019,1,16.467216904561862,1
3751,LAL,1610612747,2012-04-06,107,112,0.429,0.273,0.889,48,15,5,0.6363636363636364,0.7,1613.3655722181802,4,18.40470637681799,0
3752,NJN,1610612751,2012-04-06,110,98,0.563,0.389,0.684,35,15,6,0.3392857142857143,0.4,1352.7059564658232,-2,15.107286091194991,1
3753,WAS,1610612764,2012-04-06,98,110,0.452,0.417,0.773,41,16,6,0.21818181818181817,0.2,1322.632225003272,-4,10.436582537390894,0
3754,MEM,1610612763,2012-04-06,97,82,0.463,0.471,0.765,42,12,6,0.5660377358490566,0.4,1557.129088769891,-1,13.765630091082826,1
3755,MIA,1610612748,2012-04-06,82,97,0.402,0.222,0.75,40,16,4,0.7358490566037735,1.0,1669.1207359176026,2,17.269052187260623,0
3756,CHA,1610612766,2012-04-06,90,95,0.424,0.167,0.667,57,20,5,0.1346153846153846,0.1,1227.0441405884458,-9,13.155334749430498,0
3757,MIL,1610612749,2012-04-06,95,90,0.407,0.333,0.667,45,12,6,0.48148148148148145,0.6,1515.4476708420332,2,18.26272461228733,1
3758,GSW,1610612744,2012-04-06,98,104,0.453,0.409,0.917,41,17,2,0.39622641509433965,0.5,1426.6667112258817,1,14.363817876534915,0
3759,UTA,1610612762,2012-04-06,104,98,0.481,0.375,0.88,39,14,6,0.509090909090909,0.7,1503.996286940527,-1,19.462713928670286,1
3760,IND,1610612754,2012-04-06,103,98,0.412,0.316,0.794,50,12,9,0.6111111111111112,0.7,1555.386414001915,3,16.051526841659115,1
3761,OKC,1610612760,2012-04-06,98,103,0.442,0.316,0.774,40,17,10,0.7407407407407407,0.6,1692.1603611179876,-2,15.947743079874664,0
3762,DAL,1610612742,2012-04-06,97,99,0.452,0.292,0.75,44,11,5,0.5636363636363636,0.7,1546.7437653530135,1,14.292733231502964,0
3763,POR,1610612757,2012-04-06,99,97,0.436,0.381,0.818,51,12,2,0.4727272727272727,0.2,1492.3203103221633,1,17.099729611769543,1
3764,PHX,1610612756,2012-04-06,99,105,0.415,0.364,0.793,54,16,7,0.5185185185185185,0.5,1535.3733630265804,3,15.785220717102355,0
3765,DEN,1610612743,2012-04-06,105,99,0.402,0.407,0.645,41,5,2,0.5370370370370371,0.6,1531.8092135900042,-1,17.564560888948545,1
3766,CLE,1610612739,2012-04-06,84,80,0.342,0.294,0.725,39,8,3,0.3269230769230769,0.3,1314.9277178070408,-9,10.849554188741543,1
3767,TOR,1610612761,2012-04-06,80,84,0.425,0.2,0.625,49,14,4,0.36363636363636365,0.5,1420.0127568930154,3,12.98519911738509,0
3768,ATL,1610612737,2012-04-06,101,96,0.481,0.267,0.704,42,13,5,0.5818181818181818,0.8,1512.3289739139175,1,15.055278804374467,1
3769,DET,1610612765,2012-04-06,96,101,0.474,0.467,0.682,38,17,8,0.3888888888888889,0.3,1410.3636397411015,3,15.720922086007327,0
3770,PHI,1610612755,2012-04-07,82,88,0.397,0.385,0.75,41,7,8,0.5370370370370371,0.6,1509.4941133170607,-2,14.748922909140068,0
3771,ORL,1610612753,2012-04-07,88,82,0.363,0.3,0.774,53,9,3,0.5818181818181818,0.4,1526.6975695519259,-5,14.750083033978157,1
3772,DEN,1610612743,2012-04-07,97,112,0.463,0.32,0.75,35,16,6,0.5454545454545454,0.5,1539.6436031151177,1,15.621838120052495,0
3773,GSW,1610612744,2012-04-07,112,97,0.523,0.381,0.75,41,13,8,0.3888888888888889,0.3,1420.9790655697548,-1,14.9665440845672,1
3774,PHX,1610612756,2012-04-07,125,105,0.5,0.483,0.81,36,3,11,0.509090909090909,0.8,1527.538973501467,-1,13.747829842498064,1
3775,LAL,1610612747,2012-04-07,105,125,0.485,0.111,0.556,54,13,2,0.625,0.6,1603.661673793415,-1,14.352182718209969,0
3776,SAC,1610612758,2012-04-07,94,109,0.415,0.318,0.679,42,20,3,0.34545454545454546,0.2,1410.1888598695846,-2,14.991309777999556,0
3777,LAC,1610612746,2012-04-07,109,94,0.494,0.407,0.526,44,17,8,0.6,0.8,1562.1746497485308,1,15.646971546204679,1
3778,MIL,1610612749,2012-04-07,116,94,0.5,0.48,0.909,49,16,6,0.4909090909090909,0.6,1517.2744529081854,3,17.47174279996022,1
3779,POR,1610612757,2012-04-07,94,116,0.436,0.273,0.87,33,14,2,0.48214285714285715,0.3,1498.1570478676845,2,14.081424520426978,0
3780,IND,1610612754,2012-04-07,72,86,0.351,0.227,0.789,45,19,5,0.6181818181818182,0.7,1566.247858200896,4,19.016645186671138,0
3781,BOS,1610612738,2012-04-07,86,72,0.421,0.5,0.929,44,17,6,0.5555555555555556,0.6,1556.8456576077504,-2,15.74276212475187,1
3782,NOH,1610612740,2012-04-07,99,90,0.488,0.308,0.789,48,14,8,0.2545454545454545,0.3,1387.1786802163017,-1,14.798377222126991,1
3783,MIN,1610612750,2012-04-07,90,99,0.407,0.4,0.778,33,11,7,0.44642857142857145,0.2,1425.4778737849433,-4,17.364625331562923,0
3784,MEM,1610612763,2012-04-07,94,89,0.388,0.45,0.852,37,11,4,0.5740740740740741,0.8,1576.525844838074,1,14.584438615362213,1
3785,DAL,1610612742,2012-04-07,89,94,0.466,0.429,0.706,42,17,5,0.5535714285714286,0.3,1540.9070278074923,-1,14.702825319081839,0
3786,ATL,1610612737,2012-04-07,116,96,0.524,0.45,0.913,42,14,5,0.5892857142857143,0.4,1516.9790280419925,2,14.861355550808732,1
3787,CHA,1610612766,2012-04-07,96,116,0.469,0.429,0.708,31,14,5,0.1320754716981132,0.2,1225.2173585222936,-10,12.581226880386646,0
3788,UTA,1610612762,2012-04-08,104,114,0.441,0.375,0.615,39,11,4,0.5178571428571429,0.4,1509.683932596654,1,19.02702303685894,0
3789,SAS,1610612759,2012-04-08,114,104,0.507,0.273,0.884,45,16,8,0.7358490566037735,0.8,1678.532111509711,10,17.112030700406017,1
3790,CHI,1610612741,2012-04-08,99,100,0.393,0.318,0.71,59,20,10,0.7678571428571429,0.8,1669.0857974942808,1,17.477708742776255,0
3791,NYK,1610612752,2012-04-08,100,99,0.382,0.235,0.7,47,9,6,0.509090909090909,0.9,1558.358292096496,1,14.402713409881786,1
3792,PHI,1610612755,2012-04-08,79,103,0.382,0.182,0.792,39,16,4,0.5272727272727272,0.3,1502.2437477136862,-3,8.852600021931526,0
3793,BOS,1610612738,2012-04-08,103,79,0.588,0.467,0.842,37,18,5,0.5636363636363636,0.8,1570.1554299044494,1,15.91434821647591,1
3794,CLE,1610612739,2012-04-08,117,122,0.448,0.5,0.76,48,16,4,0.33962264150943394,0.4,1323.8595589165104,1,11.383125142797656,0
3795,NJN,1610612751,2012-04-08,122,117,0.449,0.308,0.813,53,13,2,0.3508771929824561,0.4,1363.0876848348435,1,14.480470517294098,1
3796,DET,1610612765,2012-04-08,75,98,0.373,0.158,0.696,44,22,3,0.38181818181818183,0.3,1405.7135856130265,-1,14.380331908852341,0
3797,MIA,1610612748,2012-04-08,98,75,0.434,0.304,0.655,48,14,5,0.7222222222222222,0.9,1649.7239798494197,-1,10.471629890696626,1
3798,SAC,1610612758,2012-04-08,87,104,0.429,0.5,0.541,44,20,4,0.3392857142857143,0.4,1403.1248972165208,-3,14.84940428108284,0
3799,HOU,1610612745,2012-04-08,104,87,0.452,0.409,0.846,46,11,4,0.5454545454545454,0.4,1526.135389489784,2,14.658026904371532,1
3800,OKC,1610612760,2012-04-08,91,75,0.417,0.435,0.808,42,16,11,0.7272727272727273,0.6,1681.2989169190066,-3,15.202581937952795,1
3801,TOR,1610612761,2012-04-08,75,91,0.372,0.375,0.688,43,18,6,0.35714285714285715,0.4,1411.0809157835458,-1,14.046381489916325,0
3802,ORL,1610612753,2012-04-09,119,89,0.525,0.536,0.833,44,11,6,0.5892857142857143,0.6,1533.9479351553005,1,10.43604752271025,1
3803,DET,1610612765,2012-04-09,89,119,0.405,0.35,0.846,33,14,2,0.375,0.3,1399.7549152790245,-2,12.489583918894468,0
3804,HOU,1610612745,2012-04-09,94,89,0.463,0.526,0.769,38,15,2,0.5535714285714286,0.5,1534.93707868829,3,16.01424886550105,1
3805,POR,1610612757,2012-04-09,89,94,0.398,0.286,0.895,41,14,7,0.47368421052631576,0.6,1481.8586438125578,-1,16.534690328830212,0
3806,MIL,1610612749,2012-04-09,89,109,0.425,0.316,0.692,35,17,6,0.5,0.6,1533.572856963312,4,17.631013192346895,0
3807,OKC,1610612760,2012-04-09,109,89,0.481,0.4,0.92,44,18,9,0.7321428571428571,0.5,1685.328466847645,1,15.624518710825821,1
3808,UTA,1610612762,2012-04-09,91,84,0.425,0.286,0.758,50,20,13,0.5087719298245614,0.8,1504.6648835926985,-1,18.748375139982368,1
3809,SAS,1610612759,2012-04-09,84,91,0.402,0.292,0.7,38,14,5,0.7407407407407407,0.8,1683.5511605136664,11,17.528672601839848,0
3810,TOR,1610612761,2012-04-09,98,103,0.48,0.5,0.667,42,12,7,0.3508771929824561,0.4,1407.0513658549075,-2,12.86861839765193,0
3811,IND,1610612754,2012-04-09,103,98,0.507,0.438,0.774,41,14,5,0.6071428571428571,0.7,1552.938085904197,-1,16.404660456558325,1
3812,GSW,1610612744,2012-04-09,84,123,0.369,0.48,0.714,27,15,12,0.4,0.4,1440.7466218622862,1,16.84807661324916,0
3813,DEN,1610612743,2012-04-09,123,84,0.545,0.5,0.75,60,16,9,0.5357142857142857,0.6,1519.8760468225862,-1,14.999562789660406,1
3814,PHX,1610612756,2012-04-09,114,90,0.573,0.35,0.813,40,17,7,0.5178571428571429,0.5,1548.7430832789464,1,14.11017170802014,1
3815,MIN,1610612750,2012-04-09,90,114,0.386,0.273,0.87,37,14,2,0.43859649122807015,0.6,1414.3339277886575,-5,14.78538910309275,0
3816,LAL,1610612747,2012-04-09,93,91,0.466,0.5,0.769,46,13,6,0.6140350877192983,0.6,1582.4575640159355,-2,13.259800338937218,1
3817,NOH,1610612740,2012-04-09,91,93,0.45,0.6,1.0,35,7,7,0.26785714285714285,0.4,1398.3226262125875,1,13.899757573931826,0
3818,LAC,1610612746,2012-04-09,85,94,0.405,0.222,0.722,36,11,4,0.6071428571428571,0.4,1569.2386124015945,2,16.99714905000237,0
3819,MEM,1610612763,2012-04-09,94,85,0.5,0.308,0.8,48,20,2,0.5818181818181818,0.8,1582.669215599084,2,14.736694404828548,1
3820,CHA,1610612766,2012-04-09,85,113,0.39,0.333,0.818,39,15,4,0.12962962962962962,0.2,1221.043046580045,-11,13.659214857416991,0
3821,WAS,1610612764,2012-04-09,113,85,0.482,0.44,0.846,48,13,10,0.21428571428571427,0.2,1312.2504966342517,-5,10.739234175404452,1
3822,CHI,1610612741,2012-04-10,98,86,0.433,0.45,0.688,51,12,10,0.7543859649122807,0.7,1663.2836793263757,-1,14.023908009537623,1
3823,NYK,1610612752,2012-04-10,86,98,0.425,0.333,0.81,33,17,5,0.5178571428571429,0.3,1564.160410264401,2,12.952682456959902,0
3824,PHI,1610612755,2012-04-10,107,88,0.459,0.353,0.885,53,16,8,0.5178571428571429,0.3,1487.9903089877791,-4,12.851254642999622,1
3825,NJN,1610612751,2012-04-10,88,107,0.386,0.182,0.857,36,12,4,0.3620689655172414,0.5,1369.1437905896803,2,14.232280042823753,0
3826,CLE,1610612739,2012-04-10,103,90,0.482,0.579,0.857,45,13,5,0.3333333333333333,0.1,1317.8034531616736,-1,11.619958410010149,1
3827,CHA,1610612766,2012-04-10,90,103,0.468,0.273,0.813,32,10,5,0.12727272727272726,0.1,1206.6339424766625,-12,12.98921999226388,0
3828,MIA,1610612748,2012-04-10,107,115,0.448,0.444,0.778,34,7,4,0.7272727272727273,0.9,1655.6826501834216,1,16.01827111426442,0
3829,BOS,1610612738,2012-04-10,115,107,0.606,0.643,0.8,40,14,6,0.5714285714285714,0.6,1584.4088686303564,2,16.11821645290903,1
3830,DAL,1610612742,2012-04-10,110,100,0.446,0.5,0.75,56,17,11,0.543859649122807,0.7,1534.7636570464822,-2,14.817497436704807,1
3831,SAC,1610612758,2012-04-10,100,110,0.446,0.36,0.529,40,15,6,0.3333333333333333,0.2,1394.3232080180148,-4,17.431329849858038,0
3832,WAS,1610612764,2012-04-10,93,85,0.5,0.2,0.8,45,13,5,0.22807017543859648,0.3,1326.6596007376343,1,14.26526012844096,1
3833,ORL,1610612753,2012-04-10,85,93,0.366,0.314,0.6,43,13,4,0.5964912280701754,0.5,1546.4247194488314,2,14.985651420102931,0
3834,LAL,1610612747,2012-04-11,98,84,0.449,0.478,0.583,60,12,4,0.6206896551724138,0.7,1584.6249261102848,1,13.858477369622536,1
3835,SAS,1610612759,2012-04-11,84,98,0.407,0.542,0.556,33,7,7,0.7272727272727273,0.9,1669.0823519785872,-1,18.92355998502595,0
3836,BOS,1610612738,2012-04-11,88,86,0.416,0.231,0.846,56,23,3,0.5789473684210527,0.9,1595.9851018533222,3,15.910452433840247,1
3837,ATL,1610612737,2012-04-11,86,88,0.41,0.1,0.696,39,16,3,0.5964912280701754,0.4,1521.153339984241,3,16.610884964580674,0
3838,HOU,1610612745,2012-04-11,91,103,0.356,0.2,0.862,46,9,5,0.5614035087719298,0.6,1540.664427955301,4,15.267931690449508,0
3839,UTA,1610612762,2012-04-11,103,91,0.513,0.429,0.773,42,12,8,0.5172413793103449,0.4,1519.1336921277777,1,16.265810616334512,1
3840,CLE,1610612739,2012-04-11,98,104,0.455,0.143,0.789,41,18,4,0.34545454545454546,0.2,1325.5732205970355,1,12.642842451884317,0
3841,IND,1610612754,2012-04-11,104,98,0.468,0.4,0.75,44,19,9,0.6140350877192983,0.4,1556.7391153294827,1,15.695683344361077,1
3842,POR,1610612757,2012-04-11,118,110,0.477,0.435,0.857,45,14,5,0.46551724137931033,0.6,1476.1312945455468,-2,13.074328528248692,1
3843,GSW,1610612744,2012-04-11,110,118,0.522,0.5,0.727,38,15,4,0.39285714285714285,0.3,1421.391252564263,-1,15.226489386446364,0
3844,NYK,1610612752,2012-04-11,111,107,0.513,0.375,0.852,42,17,2,0.5087719298245614,0.3,1556.3742052188297,-1,14.106832009488706,1
3845,MIL,1610612749,2012-04-11,107,111,0.494,0.32,0.625,39,16,7,0.49122807017543857,0.6,1524.9690626167348,-1,15.42191959658364,0
3846,DEN,1610612743,2012-04-11,113,107,0.5,0.409,0.71,34,13,7,0.543859649122807,0.6,1539.2314161206095,1,17.845367368401554,1
3847,MIN,1610612750,2012-04-11,107,113,0.5,0.333,0.833,36,15,9,0.43103448275862066,0.2,1403.7183161167452,-6,8.143908356731439,0
3848,SAC,1610612758,2012-04-11,96,105,0.434,0.318,0.739,37,13,4,0.3275862068965517,0.2,1388.5721725705998,-5,12.31719952752312,0
3849,NOH,1610612740,2012-04-11,105,96,0.559,0.444,0.694,44,19,6,0.2631578947368421,0.3,1396.1552641182382,-1,11.78177964428196,1
3850,TOR,1610612761,2012-04-11,75,93,0.363,0.389,0.833,42,9,5,0.3448275862068966,0.5,1403.2503364296217,-3,14.60502524691578,0
3851,PHI,1610612755,2012-04-11,93,75,0.532,0.1,0.625,42,5,8,0.5263157894736842,0.3,1497.6718856780508,1,13.195345777228702,1
3852,MEM,1610612763,2012-04-11,104,93,0.5,0.286,0.842,43,14,6,0.5892857142857143,0.8,1591.9274824512463,3,13.80860641930976,1
3853,PHX,1610612756,2012-04-11,93,104,0.481,0.292,0.714,31,13,3,0.5263157894736842,0.6,1559.3586949508588,2,16.92848074507502,0
3854,LAC,1610612746,2012-04-11,100,98,0.469,0.313,0.905,37,12,2,0.5964912280701754,0.4,1559.9803455494323,-1,15.616532451047249,1
3855,OKC,1610612760,2012-04-11,98,100,0.408,0.462,0.889,39,14,10,0.7368421052631579,0.7,1693.932261194222,2,20.79825273271056,0
3856,GSW,1610612744,2012-04-12,103,112,0.469,0.389,0.87,46,16,2,0.38596491228070173,0.3,1414.0521041322145,-2,15.968450741956296,0
3857,DAL,1610612742,2012-04-12,112,103,0.5,0.375,0.75,42,10,5,0.5517241379310345,0.3,1540.5146924938972,1,14.953781218530931,1
3858,MEM,1610612763,2012-04-12,97,107,0.424,0.211,0.778,41,15,2,0.5964912280701754,0.5,1601.6561683270086,4,14.703728688025981,0
3859,SAS,1610612759,2012-04-12,107,97,0.487,0.35,0.839,41,18,4,0.7142857142857143,0.8,1652.0001313226426,-2,17.280574252698603,1
3860,MIA,1610612748,2012-04-12,86,96,0.439,0.364,0.625,41,19,8,0.7142857142857143,0.3,1644.1064169604558,-1,14.393854564098852,0
3861,CHI,1610612741,2012-04-12,96,86,0.43,0.5,0.579,45,16,3,0.7586206896551724,0.7,1671.069884371947,1,15.521862239368776,1
3862,MIN,1610612750,2012-04-12,82,95,0.403,0.238,0.682,45,17,6,0.423728813559322,0.5,1399.3328949343509,-7,11.108356085151204,0
3863,LAC,1610612746,2012-04-12,95,82,0.429,0.387,0.5,45,11,5,0.603448275862069,0.4,1567.3810538681762,1,15.259445717351252,1
3864,DET,1610612765,2012-04-12,109,85,0.524,0.385,0.857,43,10,2,0.3684210526315789,0.2,1387.2781309854936,-3,14.40740011359998,1
3865,CHA,1610612766,2012-04-12,85,109,0.443,0.545,0.739,30,12,2,0.125,0.1,1198.8641750413005,-13,13.045044429625968,0
3866,PHI,1610612755,2012-04-13,89,95,0.42,0.1,0.741,48,16,7,0.5344827586206896,0.5,1508.076296289087,2,13.528231619351052,0
3867,NJN,1610612751,2012-04-13,95,89,0.42,0.375,0.778,41,11,4,0.3559322033898305,0.4,1359.4622138994087,-1,15.831155701094149,1
3868,DEN,1610612743,2012-04-13,97,103,0.446,0.294,0.667,40,15,2,0.5517241379310345,0.5,1543.6168373030039,2,16.516445893668312,0
3869,LAL,1610612747,2012-04-13,103,97,0.507,0.467,0.69,45,23,7,0.6271186440677966,0.6,1601.7071467662295,2,14.74766170378804,1
3870,NYK,1610612752,2012-04-13,103,65,0.464,0.483,0.846,41,15,5,0.5172413793103449,0.9,1561.987430628229,1,13.423691004615172,1
3871,WAS,1610612764,2012-04-13,65,103,0.278,0.2,0.81,46,22,9,0.2413793103448276,0.3,1343.8424122198053,2,13.388499901089887,0
3872,ATL,1610612737,2012-04-13,109,81,0.506,0.4,0.938,43,15,3,0.5862068965517241,0.4,1517.5614103787723,-1,13.214255232149744,1
3873,ORL,1610612753,2012-04-13,81,109,0.388,0.214,0.643,44,16,1,0.5862068965517241,0.6,1529.2419079666604,-1,15.184712800550999,0
3874,HOU,1610612745,2012-04-13,105,112,0.429,0.211,0.879,39,15,7,0.5517241379310345,0.5,1528.091469035668,-1,16.217832965495482,0
3875,PHX,1610612756,2012-04-13,112,105,0.494,0.444,0.848,44,15,3,0.5172413793103449,0.5,1549.6300090750965,-1,16.681857701730593,1
3876,MIA,1610612748,2012-04-13,105,82,0.518,0.143,0.882,42,11,6,0.7017543859649122,0.8,1634.734809543499,-2,11.63347343935584,1
3877,CHA,1610612766,2012-04-13,82,105,0.446,0.294,0.579,36,20,4,0.12280701754385964,0.1,1190.6873889671213,-14,12.67076240234607,0
3878,MIL,1610612749,2012-04-13,113,97,0.517,0.333,0.818,40,11,8,0.4827586206896552,0.7,1519.3558372073355,-2,17.19641825025146,1
3879,DET,1610612765,2012-04-13,97,113,0.474,0.3,0.833,37,15,5,0.3793103448275862,0.8,1395.4549170596729,1,14.087079704074455,0
3880,DAL,1610612742,2012-04-13,97,94,0.482,0.45,0.8,51,21,7,0.559322033898305,0.4,1546.271682130397,2,16.274923193659916,1
3881,POR,1610612757,2012-04-13,94,97,0.422,0.24,0.783,38,13,2,0.4745762711864407,0.6,1483.4704429775952,1,16.556451224642426,0
3882,IND,1610612754,2012-04-13,102,83,0.411,0.3,0.846,48,14,6,0.6206896551724138,0.7,1559.4675066686218,2,13.092375007038058,1
3883,CLE,1610612739,2012-04-13,83,102,0.354,0.333,0.909,43,19,4,0.3392857142857143,0.3,1322.8448292578964,-1,8.118608754385054,0
3884,NOH,1610612740,2012-04-13,96,85,0.551,0.462,0.667,33,14,3,0.27586206896551724,0.4,1405.6192647004373,1,16.334773823944317,1
3885,UTA,1610612762,2012-04-13,85,96,0.452,0.182,0.81,39,16,5,0.5254237288135594,0.5,1531.7066510474108,2,16.749182191789505,0
3886,TOR,1610612761,2012-04-13,84,79,0.347,0.389,0.871,50,15,4,0.3389830508474576,0.4,1392.8459258185856,-4,13.134075323719662,1
3887,BOS,1610612738,2012-04-13,79,84,0.375,0.211,0.789,37,10,5,0.5862068965517241,0.6,1599.577031458791,4,15.929841848440763,0
3888,SAC,1610612758,2012-04-13,89,115,0.389,0.36,0.714,41,16,3,0.3220338983050847,0.2,1379.1081719884007,-6,15.83620051864654,0
3889,OKC,1610612760,2012-04-13,115,89,0.478,0.417,0.75,58,14,9,0.7241379310344828,0.6,1686.5315528754782,-1,14.520574755827232,1
3890,PHX,1610612756,2012-04-14,91,105,0.396,0.125,0.722,44,13,6,0.5254237288135594,0.6,1557.3882284831932,1,13.251034476292586,0
3891,SAS,1610612759,2012-04-14,105,91,0.526,0.5,0.842,49,24,1,0.7192982456140351,0.9,1660.5404047129261,1,15.96561522741559,1
3892,NJN,1610612751,2012-04-14,82,94,0.368,0.273,0.857,42,14,5,0.36666666666666664,0.5,1371.7789529904312,1,16.67553512795978,0
3893,BOS,1610612738,2012-04-14,94,82,0.457,0.357,0.682,51,15,8,0.576271186440678,0.6,1586.6467719319792,-1,15.203156524324255,1
3894,LAC,1610612746,2012-04-14,112,104,0.543,0.455,0.467,41,10,9,0.6101694915254238,0.8,1573.3302437241437,2,16.498002345003925,1
3895,GSW,1610612744,2012-04-14,104,112,0.463,0.484,0.714,39,16,6,0.3793103448275862,0.2,1408.2951144957146,-3,14.76018527711698,0
3896,MIL,1610612749,2012-04-14,99,105,0.44,0.391,0.615,43,10,8,0.4915254237288136,0.5,1527.7692203427189,1,17.03870543452094,0
3897,IND,1610612754,2012-04-14,105,99,0.402,0.368,0.923,54,10,1,0.6271186440677966,0.5,1564.8878694001974,3,15.99312741557664,1
3898,MIN,1610612750,2012-04-14,110,115,0.5,0.364,0.647,39,13,4,0.4166666666666667,0.4,1393.3837050783834,-8,12.590399433961347,0
3899,OKC,1610612760,2012-04-14,115,110,0.44,0.28,0.875,53,14,8,0.7288135593220338,0.6,1691.139439348945,1,17.59185678604097,1
3900,WAS,1610612764,2012-04-14,89,98,0.437,0.286,0.75,34,10,9,0.23728813559322035,0.3,1334.0222832130662,-1,14.275991467429149,0
3901,CLE,1610612739,2012-04-14,98,89,0.515,0.375,0.818,34,17,3,0.3333333333333333,0.2,1317.4244665263209,-2,11.008386906504363,1
3902,MEM,1610612763,2012-04-14,103,98,0.486,0.538,0.824,38,12,6,0.5862068965517241,0.8,1593.115894936725,-1,16.134732725557267,1
